126 6
47 45 -1.2193629210060046
47 46 2.1109322248837907
47 47 -0.1465905826322082
47 48 -1.0988875314440827
48 43 4.4165787673400665
48 44 1.2280054413918593
48 45 -4.450347124495
48 46 0.9499915563050702
48 47 -3.0635757477306154
48 48 1.2243678499631954
43 49 0.2658540956835021
44 50 0.15689151815932956
45 51 0.262704696639455
46 52 0.16225821985199124
47 53 0.056408757166206164
48 54 0.04943632876132875
43 41 0.21621339014915422
43 42 0.2814526670929523
44 41 0.11705049614023472
44 42 0.21606183737030762
45 41 0.11589825541279845
45 42 0.09380699077761012
46 41 0.04979906253555637
46 42 0.17671744022973943
47 41 0.08509984600801099
47 42 0.05416444296390734
48 41 0.23974067485298153
48 42 0.23031439184706476
49 49 -3.3755861130562295
49 50 2.54044725432677
49 51 0.36708323955001054
49 52 4.939845962821413
49 53 -1.6050110544182263
49 54 -1.51410460006013
50 49 1.589400335955793
50 50 -3.0723007422743236
50 51 -1.5293232477874517
50 52 -0.051702179667817816
50 53 0.25260087226029754
50 54 5.411536145954302
51 49 4.906390701527117
51 50 -2.2611327496419804
51 51 0.3982891506661765
51 52 0.437540879343859
51 53 -1.366043261118274
51 54 -1.335325185357646
52 49 -1.3342481391618826
52 50 1.3642967359234501
52 51 -1.7444275192913274
52 52 -1.1140757056475756
52 53 3.924634474155416
52 54 0.5297562365170918
53 49 -1.3811212489680136
53 50 4.2016130066682775
53 51 0.32515225607353093
53 52 -3.530079875612633
53 53 -0.7751066376154666
53 54 0.5436950735891002
54 49 2.6228909759144168
54 50 -3.732667444881961
54 51 4.421569028869941
54 52 -0.4691618491994111
54 53 1.2230832317314317
54 54 -3.923496691090074
49 55 0.26572763513393477
50 56 0.20283362245465333
51 57 0.16937012574485405
52 58 0.12480091217163326
53 59 0.2734979326353222
54 60 0.19833414110699865
49 47 0.15100581861945075
49 48 0.28395617161910325
50 47 0.24204177553192
50 48 0.24012371206353228
51 47 0.2722269623664179
51 48 0.04842955477971802
52 47 0.17908533480243985
52 48 0.14260054479301912
53 47 0.22215840916549517
53 48 0.018836044032934793
54 47 0.006251351549521477
54 48 0.2885631778294045
55 55 -0.8497836914560322
55 56 -1.6932720593969337
55 57 2.4597533657891275
55 58 -2.4361415568889586
55 59 4.2631305297791355
55 60 0.23617159223431183
56 55 1.5143006188966481
56 56 -4.761724110691393
56 57 3.06222378892641
56 58 -0.7612270500528713
56 59 -1.220799052906821
56 60 3.935795904236398
57 55 3.5213921647357713
57 56 0.3620725035646069
57 57 -1.018359987552149
57 58 1.9796623819707546
57 59 -0.7656311171982685
57 60 -4.720849595280898
58 55 -1.7035154503831003
58 56 -0.9460219912388932
58 57 -3.2306689080627864
58 58 2.740910854243796
58 59 3.805571461763462
58 60 -0.19586959279136798
59 55 -1.018131682241278
59 56 4.70258584916054
59 57 0.7559763882651858
59 58 2.042724955192449
59 59 -5.084135839135246
59 60 -0.06520491257867676
60 55 -0.5837344308666366
60 56 3.5095226012669634
60 57 -2.200950106663941
60 58 -1.6898449060407974
60 59 1.2097340104820529
60 60 0.5429429043152568
55 61 0.12398420559781406
56 62 0.15360975198353663
57 63 0.1386473411036117
58 64 0.14218541388032338
59 65 0.06190477524869278
60 66 0.07503808240915308
55 53 0.01069323748455393
55 54 0.10308900073495039
56 53 0.2390124739414594
56 54 0.09200564594754561
57 53 0.18630399998166494
57 54 0.004197638074219978
58 53 0.13765953845378737
58 54 0.274579439564219
59 53 0.2596237936111605
59 54 0.20883978936211392
60 53 0.08124181923383175
60 54 0.01009612527527508
61 61 -2.5624681052844367
61 62 -0.19670299262010393
61 63 3.7092337683203245
61 64 -0.41187852089958416
61 65 -2.374837066395507
61 66 1.6738749016275358
62 61 0.425834349144571
62 62 1.1368575339475668
62 63 -3.620456858919718
62 64 -2.2048809180006166
62 65 -1.282204851676469
62 66 4.519026584493689
63 61 4.606862093339591
63 62 -2.248193787362838
63 63 0.5061529124023658
63 64 0.891177740454994
63 65 -0.1372860155637477
63 66 -0.4971231759891454
64 61 -3.2675233474624554
64 62 -0.3757076517002051
64 63 -2.76508884233817
64 64 3.0869845603485038
64 65 5.6925193568228645
64 66 -1.3215081746349662
65 61 0.19776293357909352
65 62 0.2157867484913992
65 63 1.6663390438536851
65 64 4.855927993830633
65 65 0.16498647400138552
65 66 -4.558211332928731
66 61 -1.0633178176085452
66 62 3.532347888853498
66 63 0.05915851859093332
66 64 -3.7345241722736167
66 65 1.772749372660418
66 66 -0.17515141339099466
61 67 0.281241974333453
62 68 0.2699000096706623
63 69 0.09452872634167883
64 70 0.025590848427368872
65 71 0.2391914446530402
66 72 0.2648798227902664
61 59 0.13021310039748332
61 60 0.14488141056840437
62 59 0.2279696410679526
62 60 0.11694862509575732
63 59 0.01962056946824353
63 60 0.2831471423622034
64 59 0.2798959631020522
64 60 0.1160212991167348
65 59 0.09946930101945525
65 60 0.2821963555300778
66 59 0.22540199286122478
66 60 0.2507370194669694
67 67 -2.5358044870793033
67 68 -1.796963248614707
67 69 -0.7593674130325754
67 70 1.1978052292316244
67 71 2.6461792818702086
67 72 2.426615215856382
68 67 2.6992578534796663
68 68 -3.617134267640764
68 69 1.3271393879889668
68 70 2.1635147164279815
68 71 -0.34202945746242364
68 72 -1.730541077229393
69 67 1.4739427670618146
69 68 2.0628102100586667
69 69 -3.638950636547068
69 70 4.198501953754013
69 71 -1.0568767177716127
69 72 -3.146251541234785
70 67 0.7236140031880852
70 68 2.9863533122384194
70 69 -2.075450077003049
70 70 -1.530568884227216
70 71 1.8333510056913864
70 72 -1.01930446149003
71 67 -4.104371240343885
71 68 2.0896561337694943
71 69 3.9601189855832972
71 70 -0.37536159506057587
71 71 1.9541446518517904
71 72 -0.5756415656508008
72 67 4.637722161332957
72 68 -0.7236904290882278
72 69 -1.3419708214068082
72 70 -3.4955076671414123
72 71 -4.049051310498784
72 72 4.612738424355117
67 73 0.18199548755015463
68 74 0.19334305719898784
69 75 0.11784006062741456
70 76 0.01745075051893541
71 77 0.18786017374709493
72 78 0.10572868695318886
67 65 0.21153974329723615
67 66 0.05626688500438541
68 65 0.03514209679556084
68 66 0.14848997281223034
69 65 0.21045993187377968
69 66 0.21207402006967657
70 65 0.06762026222246761
70 66 0.20898970493949626
71 65 0.2500184202683019
71 66 0.24729648792981426
72 65 0.11886671177978164
72 66 0.17372156778774642
73 73 3.4917311176576904
73 74 -0.3390763501360643
73 75 -0.7445527214883412
73 76 -2.5213183341011898
73 77 2.7740178757375644
73 78 -3.5108542924197645
74 73 -4.331089085243103
74 74 -0.3355284879555209
74 75 2.324569650483813
74 76 -1.8594736572837576
74 77 1.6724893851259928
74 78 2.556419720800086
75 73 1.8183984319349458
75 74 1.4289467654140098
75 75 3.3928691157961364
75 76 -0.21726479075092203
75 77 -2.9262048446547304
75 78 -0.22054403447743956
76 73 -0.10628447051871213
76 74 4.718509450177436
76 75 0.7752543566174596
76 76 1.3929151543682627
76 77 -0.919699219556639
76 78 -4.296289046351003
77 73 -0.4678965901470931
77 74 -4.758431371305674
77 75 -0.5314291793405049
77 76 1.861881731675482
77 77 1.2525478744369993
77 78 3.667170787947345
78 73 1.8907683143245109
78 74 0.8198785364315891
78 75 -5.620101812821256
78 76 2.3970349954316905
78 77 -1.1421527788694361
78 78 2.7830667943464964
73 79 0.1709518668689052
74 80 0.030629718675351247
75 81 0.10977531606870847
76 82 0.0698919911007034
77 83 0.2659436158374527
78 84 0.16103582038199168
73 71 0.03909850247123037
73 72 0.10890262548171763
74 71 0.28336445327685544
74 72 0.17291880832958373
75 71 0.19649680362425964
75 72 0.25760873603483914
76 71 0.049428503451883855
76 72 0.09463595423193294
77 71 0.18948162925151016
77 72 0.2893249732860505
78 71 0.15112263342006974
78 72 0.16886083413959
79 79 -0.6506409427101243
79 80 -1.9982277911306583
79 81 0.3780811106665861
79 82 -0.46283072230277295
79 83 5.104295382059164
79 84 0.30892898298313054
80 79 0.594986707872063
80 80 -3.161991637468008
80 81 2.3540580585878823
80 82 1.1738601318645394
80 83 1.5630120551218571
80 84 -0.37386010448791374
81 79 -2.841054869159693
81 80 3.227033440697354
81 81 1.0533509768643183
81 82 2.9839157098717344
81 83 -2.3133308246304143
81 84 -3.901808269624784
82 79 3.1767387891376377
82 80 2.961996882469606
82 81 -1.6320586387474443
82 82 -2.5274142830729347
82 83 -0.425565759162698
82 84 -1.513095031076409
83 79 1.7700767379257292
83 80 -0.27849243636090076
83 81 -2.7322760928624765
83 82 2.567691466377911
83 83 -0.3969507343418483
83 84 1.3013213273403252
84 79 -1.0990239566994233
84 80 0.1475884352166656
84 81 3.1208285253666657
84 82 -3.928237975283621
84 83 -4.323920249480771
84 84 6.613986169656633
79 85 0.22192880264118764
80 86 0.2542440116743334
81 87 0.0762722048613644
82 88 0.20095446857122476
83 89 0.09541145213405848
84 90 0.14984380850675763
79 77 0.17102865196350658
79 78 0.22197050647839403
80 77 0.02292629298948998
80 78 0.15601663862966106
81 77 0.07493655689363245
81 78 0.08182672577416006
82 77 0.276802000537882
82 78 0.25051245644863823
83 77 0.029080040753737976
83 78 0.17002029425839418
84 77 0.21588211567552876
84 78 0.09805408663850872
85 85 -1.285849534854955
85 86 2.3838693969970772
85 87 -0.03273338130651058
85 88 -5.819388545542599
85 89 1.0473702241208178
85 90 3.996228324714932
86 85 -2.9669121448362676
86 86 0.4096192259214243
86 87 -3.1211990224901642
86 88 4.549649448655031
86 89 2.5729090774147876
86 90 -1.0908611096463168
87 85 1.6929568328472608
87 86 -4.2478440963526864
87 87 -1.9163997221104552
87 88 3.489739143683911
87 89 0.41033677171628014
87 90 2.6317299981659183
88 85 1.2381179250265661
88 86 1.14072498264008
88 87 3.2987674601067254
88 88 -1.2146963205210455
88 89 -3.0468569211489958
88 90 0.007103476656563418
89 85 -0.8452355308940849
89 86 -3.429379337872859
89 87 3.5262059440425157
89 88 -0.8960737241082161
89 89 1.90041616935948
89 90 1.2481457163137721
90 85 2.7376616376470757
90 86 3.600948274419862
90 87 -2.134870439202549
90 88 -0.7507717414698277
90 89 -0.025530981528545594
90 90 -2.813100998577956
85 91 0.13598319637677453
86 92 0.14130472602319274
87 93 0.24898416652952682
88 94 0.0838763984573074
89 95 0.1179142030781322
90 96 0.029510694043345408
85 83 0.24194669879396066
85 84 0.22310641166694178
86 83 0.11869346551841721
86 84 0.011840183479967247
87 83 0.25639508299021846
87 84 0.00922068179468749
88 83 0.15776097147700505
88 84 0.17938841120579382
89 83 0.001969508926075725
89 84 0.1950902417655486
90 83 0.012094621444411624
90 84 0.05338291474433934
91 91 -3.9632621897102953
91 92 -1.2842278346596512
91 93 1.9278763212408063
91 94 1.4400788519579404
91 95 2.4142857885329616
91 96 -0.3204176167427292
92 91 3.8495173986827753
92 92 -4.8005967377799665
92 93 -0.7859077652452592
92 94 0.38989499358019997
92 95 0.8135768977853125
92 96 1.6587614999912113
93 91 0.08921177005149467
93 92 4.061827559738768
93 93 -0.12463420827957059
93 94 2.430207086555884
93 95 -1.9331483029485594
93 96 -5.108898657751572
94 91 -1.1259515902330641
94 92 0.9958626958707689
94 93 4.017190420327887
94 94 -2.0449287894841377
94 95 -4.544587936281925
94 96 1.2091491883693248
95 91 2.7736903172200678
95 92 0.9670269303984349
95 93 -1.5413092686930474
95 94 -2.5046009891107754
95 95 2.828949167591052
95 96 1.189928742626481
96 91 -0.6657038936083653
96 92 0.5210607784623403
96 93 -3.981692497796927
96 94 2.947002591125445
96 95 3.998021050559602
96 96 1.4764960006203633
91 97 0.15327763228618416
92 98 0.2904962101234388
93 99 0.2693595110410045
94 100 0.2714266504040378
95 101 0.0420635946294851
96 102 0.21064884076930274
91 89 0.12029301914336012
91 90 0.00953254179287213
92 89 0.14440668728334463
92 90 0.02474605795478275
93 89 0.06640068647748233
93 90 0.041596123566772066
94 89 0.19358923255906946
94 90 0.19747212264562003
95 89 0.01983730914735844
95 90 0.27849451386865703
96 89 0.26431294870499494
96 90 0.13745420437165054
97 97 0.02032304172127463
97 98 3.646278742664112
97 99 3.6002569465553456
97 100 -3.3954412875015643
97 101 1.8863286703048556
97 102 -2.8793401405573222
98 97 3.162658705932952
98 98 0.0010112615695837663
98 99 -4.4152074233358
98 100 2.1992181386552696
98 101 2.3002939697827167
98 102 -4.029623225390854
99 97 -0.9490660549517782
99 98 1.3071689054841689
99 99 -3.9268655145570706
99 100 1.5437117037003796
99 101 -1.8993268115684983
99 102 2.570563407671686
100 97 -2.2256164000797463
100 98 1.6515487257111758
100 99 1.2874934411498453
100 100 -3.7587818458081363
100 101 2.673238787687607
100 102 2.7739805755552687
101 97 -0.42234177395897177
101 98 -3.6851670603329687
101 99 2.491823420748567
101 100 4.289839173344317
101 101 -1.7090464572135025
101 102 1.2265624311679169
102 97 3.277664343516043
102 98 -0.9634335119744437
102 99 -0.1375377252717153
102 100 -0.8830117283682183
102 101 -2.811223294011231
102 102 0.7727606442425163
97 103 0.27560954220603795
98 104 0.17810958906447763
99 105 0.18228643072768372
100 106 0.2325507616047852
101 107 0.19864551860231874
102 108 0.18398017707947914
97 95 0.0022774096188991956
97 96 0.20138972985185213
98 95 0.1926913133541979
98 96 0.09497792384174782
99 95 0.23737363094487973
99 96 0.12659637618550343
100 95 0.11483271107918396
100 96 0.13231731583866926
101 95 0.21219019177678158
101 96 0.06690781775057039
102 95 0.2228457393911697
102 96 0.2926487763917
103 103 2.7403230678937507
103 104 2.814298443110018
103 105 0.28539390626373506
103 106 -2.7588995837252055
103 107 -2.693313804620196
103 108 2.89394920709804
104 103 4.197053900604847
104 104 2.116366224910355
104 105 -2.711268459602993
104 106 0.2817683206728827
104 107 -0.1890040645947779
104 108 -1.047016981915972
105 103 0.6670787742225299
105 104 -5.008520528238799
105 105 3.8528888811401276
105 106 1.1055798348957995
105 107 -0.34447536698052117
105 108 -1.9443442817549323
106 103 1.4765024291912237
106 104 -3.2021819638279645
106 105 -1.0173031276261584
106 106 -1.1798858729532695
106 107 1.1903288195273576
106 108 4.888058717924533
107 103 -4.046975629380938
107 104 2.866446136230344
107 105 1.353650320592825
107 106 3.8099850888593023
107 107 -1.820734676190757
107 108 -3.2343455981568994
108 103 -3.237434543107765
108 104 0.7237714395505925
108 105 -0.10511880609847442
108 106 -0.45371492867706575
108 107 4.130330949356861
108 108 -0.35219401309368936
103 109 0.012173168951150014
104 110 0.16195961920475974
105 111 0.06836630778356594
106 112 0.2759871825746916
107 113 0.22423748123528467
108 114 0.041275350132947315
103 101 0.020813240381265283
103 102 0.09456852671692004
104 101 0.04524788860238307
104 102 0.2604393525704323
105 101 0.1774466438991754
105 102 0.09853191853853531
106 101 0.2955405283500893
106 102 0.09094963644874961
107 101 0.06069205079783206
107 102 0.11897789194812862
108 101 0.0013798984615679187
108 102 0.11037257189210245
109 109 -0.017259665268386983
109 110 0.40579599840602254
109 111 0.761181006217626
109 112 2.7504724009715136
109 113 -3.4482503653225067
109 114 0.594039719410077
110 109 4.11623720093674
110 110 1.043397073508847
110 111 -3.1397868425772946
110 112 1.811685901446059
110 113 -2.3372418574305844
110 114 -0.43130653558145027
111 109 -3.9094468914219282
111 110 0.043049511801287486
111 111 2.0824842281522953
111 112 -2.076445078260302
111 113 -0.1231337871454978
111 114 4.3744317568323785
112 109 0.486464786292631
112 110 -4.773367290594228
112 111 -0.14604552961108608
112 112 0.20651761414663927
112 113 6.980982460771763
112 114 0.34798865034034665
113 109 -2.7956097656315815
113 110 3.291628298281581
113 111 -1.1888881081243303
113 112 0.0746428443271591
113 113 3.9146712730829725
113 114 -2.3321521229651907
114 109 0.06393632206722806
114 110 -0.6759943535346435
114 111 4.294335128516096
114 112 -2.3079816703632874
114 113 0.016212154975658383
114 114 -0.8590621175921361
109 115 0.049503015473747976
110 116 0.16821096443825684
111 117 0.2657142462996979
112 118 0.06224824398693478
113 119 0.19132287831595576
114 120 0.21583928390038154
109 107 0.16057376446000968
109 108 0.025473371391509292
110 107 0.23310355569767827
110 108 0.22386936021252798
111 107 0.06555720437262332
111 108 0.11301308265406715
112 107 0.25269103089325984
112 108 0.16011117450695303
113 107 0.23440878791977157
113 108 0.06426347873742917
114 107 0.17860605480840788
114 108 0.18863876783582392
115 115 -1.7075761829205127
115 116 0.707190627493407
115 117 2.961445885495481
115 118 0.17844375524854297
115 119 -2.9267596537738245
115 120 2.1320888306537253
116 115 3.3581894614295704
116 116 1.4049885004888705
116 117 1.6417020974866463
116 118 -5.790406179230367
116 119 -0.19867474042650568
116 120 1.9302591456809863
117 115 -2.51555516076691
117 116 -5.019682877149497
117 117 0.9304953622166622
117 118 1.6307377382325317
117 119 5.902791789326686
117 120 1.0078860158299534
118 115 0.6031241796077431
118 116 -0.07556248894191735
118 117 -5.8522054033463
118 118 3.9155490463178233
118 119 0.3321066178751936
118 120 1.07926176736912
119 115 -1.8095027664537864
119 116 2.9713172803337975
119 117 0.6583846503834048
119 118 1.2518515702556112
119 119 -0.22977896456348787
119 120 -3.3736962381096447
120 115 2.1840931359862443
120 116 -0.21597702701107335
120 117 -0.5729749412052021
120 118 1.8281327494082469
120 119 -0.7178575985457554
120 120 -1.7190536806454124
115 121 0.22646042532351743
116 122 0.04044212255239538
117 123 0.09165185361835257
118 124 0.16206917171735385
119 125 0.14252944758581723
120 126 0.169271881248715
115 113 0.026538289071880227
115 114 0.2121972374173277
116 113 0.17108239013688575
116 114 0.24289331160352534
117 113 0.1537916314240549
117 114 0.010470419874868386
118 113 0.021068212246406114
118 114 0.2700391050588105
119 113 0.2760495593165123
119 114 0.2743433067121441
120 113 0.06630573249532112
120 114 0.28462179393086307
121 121 -0.9973491400106784
